epoch,acc,loss,val_acc,val_loss
0,0.22402666671117147,2.0918349687067668,0.32695999997138975,1.9007035598754882
1,0.30031999996503195,1.9184974603652953,0.3494399999523163,1.8142890223312378
2,0.33114666665712994,1.8445162987391155,0.3702400000667572,1.7711431198120118
3,0.35330666670481364,1.796807477238973,0.388479999961853,1.7210506897735596
4,0.37208000003814695,1.7519278213246663,0.39559999995231626,1.6978583461761474
5,0.3832799999682109,1.7236364684931438,0.4071200000476837,1.6728734250640869
6,0.3965066666221619,1.6931832244491578,0.4159200000476837,1.6431490246582032
7,0.4042666666793823,1.6655236756515504,0.408959999961853,1.6623133201217652
8,0.414586666692098,1.6413585948181153,0.4344799999427795,1.6037926114273071
9,0.42008000002861023,1.626067463760376,0.4383999999332428,1.5901143567276002
