epoch,acc,loss,val_acc,val_loss
0,0.3182399999841054,1.8835881864929198,0.3843199999332428,1.7215031370925904
1,0.3880000000127157,1.6952952542622883,0.426080000038147,1.6091553036117554
2,0.42007999998410545,1.603262652015686,0.45000000002861024,1.5296422775268554
3,0.4472000000953674,1.5275731727345785,0.4826399999332428,1.4457062476348876
4,0.46759999998410545,1.471122083231608,0.5081599999046326,1.3788006982040406
5,0.49394666661898295,1.4207771105957032,0.5180799999141693,1.3613569215774537
6,0.5100533334032694,1.3700882536951702,0.53048,1.3278894861602784
7,0.5245333332506815,1.3285228143056234,0.5536000001907349,1.2622459078598023
8,0.5396266665840149,1.2966546241887411,0.5665599999809265,1.2329353030014039
9,0.5536800000127157,1.2622477784220378,0.5846400001716614,1.1921125972366333
10,0.5636533333015442,1.2320916570790608,0.5865599998855591,1.1875715812683105
11,0.5725866666666667,1.2032966182072957,0.5972799998664856,1.1504281844711304
12,0.5826133332951864,1.1774767470677694,0.614480000076294,1.1119071535873413
13,0.5966133333206177,1.1497824865468342,0.6246400000572204,1.0918117989730836
14,0.6053066666348775,1.124868880666097,0.6189599998664856,1.0850028402709961
15,0.6072799999554952,1.1044198609924316,0.6292000001525879,1.058836300468445
16,0.6184266667556763,1.0807339673614502,0.6394400001525878,1.0416245770263672
17,0.624266666653951,1.0671197665023804,0.6507199998474121,1.0047713209915161
18,0.6333866667238871,1.0455318531163533,0.6509599998474122,1.0118614714431762
19,0.640586666653951,1.0205040255864462,0.6490400000572205,0.9980554335784912
20,0.6421866666030884,1.0089955200831096,0.6624800000572204,0.96726672706604
21,0.6538400000127157,0.9928548091125489,0.6681599999427795,0.9600582827758789
22,0.6577866667238871,0.9797557847213745,0.6595200001335144,0.9815695752716065
23,0.6635733332443238,0.9598153719584147,0.6760000000572205,0.9348533386611938
24,0.670053333269755,0.9463225208791097,0.6663199998474121,0.9627751899337769
25,0.6725599999554952,0.9325729136784872,0.6857600000190734,0.9176821025276184
26,0.6797066666475932,0.915486115175883,0.6882399999427795,0.8970345786857605
27,0.6830666665967305,0.9060428244527181,0.6864799999427795,0.8999355912590027
28,0.6890666666285197,0.8918105582809448,0.6907999998283386,0.8905165795707702
29,0.6896799999809266,0.881790439230601,0.7018399998283387,0.8677245194625854
30,0.6959733333333333,0.8660035411135356,0.7067200001335144,0.8524329887008667
31,0.7006933333142599,0.8550698321151733,0.7019200000381469,0.8617800184059143
32,0.7046666666475931,0.8405950905736287,0.707599999923706,0.8460359900283814
33,0.7096000000063578,0.8334209777577718,0.7018399998283387,0.8606360089874268
34,0.7133333333142599,0.8235805101776124,0.7163999998092652,0.8248044342803955
35,0.7145066667429606,0.8127216342608133,0.7188800000190735,0.8131401440048218
36,0.7217866666984558,0.8029348617617289,0.7209600000190735,0.8115800654602051
37,0.7252000000063579,0.7887301612536113,0.7220000000190735,0.8037559673500061
38,0.728560000076294,0.7797622163772583,0.7249600000190735,0.7976049308586121
39,0.7341333332570393,0.7639507721710205,0.731119999923706,0.789902490940094
