epoch,acc,loss,val_acc,val_loss
0,0.21471999999046326,2.1078026877593996,0.3239200000667572,1.9305228223419189
1,0.3381333333492279,1.8375597016270955,0.3799200000190735,1.7569761545181275
2,0.381013333346049,1.7128960698191324,0.4045599999332428,1.6687317738342284
3,0.41079999998410544,1.6335661998240154,0.43360000000953675,1.578867851638794
4,0.4282400000031789,1.5803388658014934,0.44936,1.5355869480895996
5,0.4457066666984558,1.5368432553482057,0.45343999991416933,1.5235100752258302
6,0.45893333331425984,1.4942583106486003,0.47288,1.4690831111907958
7,0.47855999997456866,1.4541367367680869,0.48640000009536744,1.4337142649841308
8,0.49274666664123534,1.4179489309565225,0.5036000001907348,1.3910163011169434
9,0.502213333311081,1.3911814800898235,0.5203200001907349,1.3579765559005736
10,0.5123466666475932,1.3635129373423258,0.5341600000762939,1.3299331785964965
11,0.5204000000953675,1.339887776374817,0.5386399999809265,1.3131737795639038
12,0.530746666615804,1.3167082072194418,0.551999999885559,1.287941875038147
13,0.5412000000953674,1.2943758655929565,0.551840000076294,1.2869516496276856
14,0.5461866667620341,1.2756432921346028,0.5621600001716613,1.2490282431411743
15,0.5522933333778381,1.2554833719380696,0.573999999961853,1.2250982042694092
16,0.5602133333333333,1.2391887995656332,0.5672000001716614,1.2393519179153443
17,0.5710666666285197,1.2194940523529052,0.5840000000572204,1.1996547825241088
18,0.5763999999872843,1.205120764058431,0.5873600000572204,1.1935741548538208
19,0.5824000000826518,1.1877199607467652,0.5976800001716613,1.1641389596557616
20,0.5886399999109904,1.1693535111999511,0.6038399998664856,1.1463769704437257
21,0.5971466667493185,1.1534553201675415,0.602560000076294,1.1451674128341676
22,0.6021866666030884,1.1381192503992716,0.610319999961853,1.122925722541809
23,0.6058933334159851,1.1257931706555684,0.6146400001716614,1.1109124245452882
24,0.609280000038147,1.10986448469162,0.6238400000572205,1.092190118751526
25,0.6177866666793823,1.097815907491048,0.6283199998474122,1.084198599128723
26,0.6196266666030884,1.0861500093142191,0.6318400000572204,1.075814108314514
27,0.6273066666857402,1.0727879351679483,0.6236000001716614,1.1029795444107056
28,0.63088,1.0616751522699992,0.6315200000572204,1.0646642686080932
29,0.6332000000572204,1.0541342274475098,0.6244800000762939,1.0930505847549439
30,0.6398933333142598,1.0391915138117471,0.6454400000572205,1.0354750078582764
31,0.6436266666984558,1.0278692143058776,0.6491999998474121,1.0160718088150025
32,0.6467200000826517,1.019490161488851,0.6487999998474121,1.0195914043045045
33,0.6501333333396911,1.0087131091944377,0.6531999999427796,1.0061807683944701
34,0.6514666666094462,1.0037448119481405,0.6628799998474121,0.9865154998779296
35,0.65656,0.9917232969347636,0.6617599998474121,0.9833781568908692
36,0.659226666653951,0.9820025581423442,0.6679199999427795,0.9733534152603149
37,0.6610133332379658,0.9713791536521912,0.6571999998474121,0.9986492910003663
38,0.6685066666221618,0.9596119130198161,0.6686399999427796,0.9659595235443115
39,0.666613333269755,0.9580741559791565,0.6703999999427795,0.9635773447799683
40,0.6720533333905538,0.946589191716512,0.676560000038147,0.9407664529037476
41,0.6728799999109903,0.943480102558136,0.6758400000381469,0.9456829476165771
42,0.674160000076294,0.9365944167327881,0.6810399999427795,0.9306042560195923
43,0.6791199999809265,0.9250585538228353,0.6823199998474121,0.9230897030258178
44,0.684560000038147,0.9184505470148723,0.681760000038147,0.9255603354644776
45,0.6841866666857401,0.9094852192433676,0.6879199999427795,0.9084158448791504
46,0.6864800000826518,0.904502448387146,0.683680000038147,0.9163979752731323
47,0.6894666666984558,0.8967861147499084,0.6838400000381469,0.9220494165420532
48,0.6900533332379659,0.8963215479977925,0.6905600001335144,0.9007247287368775
49,0.6982933333905538,0.8828280134709676,0.6972799999427796,0.888719490222931
50,0.6944266667429606,0.8806204700152079,0.6926399999237061,0.8938517657661438
51,0.6988266667429606,0.8698328939056397,0.6912000001335145,0.8989185334396362
52,0.699386666692098,0.8660463964780172,0.6935200001335144,0.8855296460723877
53,0.7021066667238871,0.8612788498751323,0.7016000000381469,0.8699887984085083
54,0.7038400000826518,0.8577885849444071,0.701680000038147,0.8644346751213073
55,0.7074133332888285,0.8482263804626465,0.7006400001335144,0.8675672596931457
56,0.7073066666475932,0.84686856701533,0.706560000038147,0.8491722449111938
57,0.7080266667175293,0.8403216359519958,0.7034400001335144,0.8573051379585266
58,0.7130133334096272,0.8318961065165201,0.7059199998283386,0.855164566822052
59,0.7149599999300639,0.828017733891805,0.697680000038147,0.8766476159095764
60,0.713973333384196,0.8256634464073181,0.7116000000190735,0.8428438835144043
61,0.7166933333333333,0.818429933795929,0.709279999923706,0.8460283874702453
62,0.7204266666412353,0.8140943595314026,0.7139199998283386,0.8345844697189331
63,0.7198133332633972,0.8092987909825643,0.7090400001144409,0.8453416240501404
64,0.7215199999300639,0.8058735083834331,0.7156799998283386,0.8279581316375733
65,0.7253066665903727,0.8022858394432067,0.7145599998283386,0.8246767881774902
66,0.7253599999745687,0.7957948453966777,0.7200799998283386,0.8173064790725708
67,0.7267733333841959,0.7930767805862426,0.7151199998283386,0.8233143373107911
68,0.7305066667175293,0.7838463444201151,0.7228799999237061,0.8109325628089905
69,0.7279733332824707,0.7852384240531921,0.711039999923706,0.834666738948822
70,0.7299733334096273,0.7817205712890625,0.7263200001144409,0.7990303490829468
71,0.7341866667175293,0.7740454996744792,0.7231200000190735,0.8107600824737549
72,0.7336266665712993,0.7714672808011372,0.7243200001144409,0.8008188744354248
73,0.7328000000254313,0.7690009042549133,0.7252000000190735,0.7985694099617004
74,0.7347200000508626,0.7648319971847534,0.7244799998283387,0.8000911244392395
