epoch,acc,loss,val_acc,val_loss
0,0.82804,0.5364989273357391,0.8117,0.6097340081691742
1,0.83172,0.5197950303077697,0.818,0.585283966588974
2,0.83386,0.5127692390060424,0.8207,0.5725815383911133
3,0.83938,0.5001725532150268,0.8273,0.558969784784317
4,0.84234,0.4898426082038879,0.8223,0.569790618276596
5,0.84494,0.48450701467990875,0.8274,0.5495820363521576
6,0.85082,0.4695815809202194,0.8247,0.5766688641548157
7,0.8549,0.4576880776262283,0.8285,0.5616975261688233
8,0.85512,0.45189716907024385,0.8307,0.5525661924839019
9,0.85884,0.4428496435546875,0.8299,0.5666496776103973
10,0.86262,0.43071967453479765,0.8287,0.5660252463340759
11,0.86684,0.42291486031055453,0.8365,0.5429632184743881
12,0.87054,0.4153516014194489,0.8373,0.5393140913009643
13,0.87274,0.4089138056468964,0.8349,0.5480020823478698
14,0.8731,0.4027570009279251,0.834,0.5523088939905166
15,0.87554,0.3964212792301178,0.8412,0.5413253086566925
16,0.87862,0.3870809051942825,0.8374,0.5535430305242538
17,0.8803,0.38261566427230836,0.8286,0.5970323064804077
18,0.88112,0.3764075227737427,0.8385,0.5362804636001587
19,0.8874,0.36660730710983275,0.8356,0.5513412543058396
20,0.88696,0.36429596398830416,0.8353,0.5696802601337433
21,0.88824,0.3589948361301422,0.8386,0.5605475009441375
22,0.89186,0.35241188424110415,0.8406,0.5555394954681396
23,0.89236,0.34766523105144503,0.8407,0.5513301906108856
24,0.8962,0.3419608729553223,0.8412,0.5548460292577744
25,0.8975,0.33797340843200685,0.8428,0.5498669075489044
26,0.8976,0.33550401441574096,0.8419,0.5517608791828156
27,0.89818,0.33252605260849,0.8495,0.5368112825155258
28,0.901,0.3196593821144104,0.8446,0.5588312960863113
29,0.90466,0.3147138937473297,0.8466,0.5453337733030319
30,0.90512,0.3149722010564804,0.8487,0.5369253919839859
31,0.9063,0.3118903359413147,0.8444,0.5485537836551666
32,0.90534,0.31166225137472153,0.8448,0.5524712613105774
33,0.91016,0.3035482055425644,0.8509,0.531480166387558
34,0.90904,0.30362536906719206,0.8429,0.5638357364416122
35,0.91124,0.2981271117734909,0.846,0.5628507401704789
36,0.91366,0.29039671210289003,0.8479,0.5524569198608399
37,0.91308,0.2908047542381287,0.8474,0.5596323729038238
38,0.91414,0.288066400809288,0.8497,0.5463069797515869
39,0.916,0.2852366369009018,0.8508,0.5488981544494629
40,0.9159,0.28381841248989104,0.8469,0.5602466607332229
41,0.91688,0.2791078667831421,0.848,0.5717329690933227
42,0.92,0.2760666656589508,0.8408,0.5667786098718643
43,0.92038,0.27545204155445097,0.8501,0.5684161091804505
44,0.9212,0.2701683006024361,0.8485,0.5637052926540375
45,0.92268,0.26632451161146165,0.8507,0.5614943401098251
46,0.92534,0.26512048881053923,0.8456,0.5667716706037521
47,0.92434,0.26306591187477113,0.8506,0.5577039118289947
48,0.92614,0.259767490196228,0.8502,0.5475492146253585
49,0.92326,0.26349329795360565,0.848,0.5796013529777527
50,0.92906,0.2541255666780472,0.8479,0.5665578294992447
51,0.92734,0.2540525781273842,0.8439,0.5870227060317993
52,0.92668,0.2550158460354805,0.8479,0.5764863291501999
53,0.92816,0.2516108556890488,0.8464,0.5839738792419433
54,0.92986,0.2462038328766823,0.8469,0.5762043706893921
55,0.9293,0.24903224493980408,0.8521,0.5657502558708191
56,0.9296,0.24597038020849227,0.85,0.5851368953704834
57,0.93068,0.24677787150382996,0.8512,0.5841831257581711
58,0.932,0.24379504064798355,0.8475,0.5925008440494537
59,0.9326,0.23992854986429216,0.8464,0.5904694011211395
60,0.93526,0.23521386938810349,0.8501,0.5914010697364808
61,0.93506,0.23589336465835573,0.8486,0.5819269312143326
62,0.93356,0.23709039741992952,0.8501,0.5892174041986465
63,0.9354,0.23407486556053161,0.8509,0.5826342125415802
64,0.934,0.23471934041500092,0.8494,0.5982822524309158
65,0.93346,0.23656440708875656,0.8449,0.606591509437561
66,0.93846,0.22705608309268951,0.8489,0.5948271231174469
67,0.93734,0.23082770639896394,0.8465,0.5858788680076599
68,0.93848,0.22624545746564864,0.8474,0.5868743630409241
69,0.93824,0.2265353718829155,0.8506,0.5898057696819305
70,0.93916,0.22239695608139037,0.8489,0.5887302623748779
71,0.93762,0.22810949611902237,0.8499,0.5976914894104004
72,0.93866,0.2260306099843979,0.8504,0.6017894511699676
73,0.9418,0.21893943540573121,0.8487,0.601620774269104
74,0.94174,0.2186200843334198,0.8514,0.6035186642408371
75,0.94156,0.21950054750204087,0.8541,0.5858761436939239
76,0.94028,0.21881229903459548,0.8531,0.5992950210809708
77,0.94374,0.21453653680324555,0.8518,0.5967681995868683
78,0.94326,0.21607604787826537,0.8489,0.6185662545442581
79,0.9431,0.21246401724338532,0.8523,0.5987850923776626
80,0.94392,0.21688233260631562,0.848,0.6240326975345611
81,0.9436,0.21434385996818542,0.8525,0.5904170731306077
82,0.94408,0.21074296313285829,0.855,0.605333454489708
83,0.94196,0.21535530656814575,0.8531,0.6045186127662658
84,0.94312,0.21525647806882858,0.8572,0.5866875959157943
85,0.9455,0.20989709773540496,0.8546,0.610177665901184
86,0.94696,0.205272536277771,0.8531,0.6132050700902939
87,0.94598,0.2097306951880455,0.8518,0.6099361228227616
88,0.94578,0.20845187368392945,0.8553,0.6084299607515335
89,0.9472,0.2068282180261612,0.8526,0.6248964801073075
90,0.9474,0.20394646493911744,0.8553,0.611818445134163
91,0.9479,0.20378054741859436,0.8507,0.6095896905899048
92,0.94892,0.2019067099738121,0.8577,0.6020129068136215
93,0.94844,0.2026592399263382,0.8538,0.6283874058961868
94,0.94848,0.2008125470995903,0.8529,0.6048699628829957
95,0.94962,0.20032233791828155,0.8546,0.6061410535097123
96,0.95022,0.19675937423467635,0.8537,0.6161778854370117
97,0.9494,0.19871829379558564,0.8547,0.6111876399517059
98,0.94894,0.20067070583820343,0.8502,0.6161697527408599
99,0.9504,0.1991463730764389,0.8539,0.6239358577489853
